tile_id,category,year,path,thumb,lon,lat,epsg,x0,y0,x1,y1,smod_code,crop_frac,built_frac,open_frac,water_frac,valid_fraction,ndvi_mean,ndbi_mean,n_scenes,mean_scene_cloud_pct,bands,downloaded_utc
32645_193_1023,city_structures,2025,india_tiles/tiles/city_structures/32645_193_1023_2025.tif,india_tiles/thumbs/32645_193_1023.jpg,86.94269880094309,23.702510622878783,32645,494080,2618880,496640,2621440,30,0.05,0.6553,0.0377,0.0089,1.0,0.3173,-0.013,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:08+00:00
32643_305_562,city_structures,2025,india_tiles/tiles/city_structures/32643_305_562_2025.tif,india_tiles/thumbs/32643_305_562.jpg,77.60092630519324,13.011508625307451,32643,780800,1438720,783360,1441280,30,0.0388,0.6232,0.0171,0,1.0,0.3213,0.0018,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:08+00:00
32643_150_1085,urban_areas,2021,india_tiles/tiles/urban_areas/32643_150_1085_2021.tif,,73.85517228611018,25.12746256886644,32643,384000,2777600,386560,2780160,23,0.2883,0.2362,0.2572,0.0004,1.0,0.3169,0.0227,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:08+00:00
32644_159_572,urban_areas,2025,india_tiles/tiles/urban_areas/32644_159_572_2025.tif,india_tiles/thumbs/32644_159_572.jpg,80.14292937865775,13.248441205580972,32644,407040,1464320,409600,1466880,21,0.4001,0.2364,0.1201,0.0156,1.0,0.3606,-0.0114,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:08+00:00
32643_287_1505,open_land,2025,india_tiles/tiles/open_land/32643_287_1505_2025.tif,india_tiles/thumbs/32643_287_1505.jpg,77.59368638845257,34.81057047119846,32643,734720,3852800,737280,3855360,11,0,0,0.9726,0.0002,1.0,0.0428,-0.1443,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:08+00:00
32644_148_806,agriculture,2025,india_tiles/tiles/agriculture/32644_148_806_2025.tif,india_tiles/thumbs/32644_148_806.jpg,79.86546330381104,18.667953729970492,32644,378880,2063360,381440,2065920,12,0.9686,0.0028,0.0096,0,1.0,0.3597,0.0452,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:08+00:00
32643_294_1401,open_land,2025,india_tiles/tiles/open_land/32643_294_1401_2025.tif,india_tiles/thumbs/32643_294_1401.jpg,77.69422306308496,32.40028842254763,32643,752640,3586560,755200,3589120,11,0,0,0.7901,0,1.0,-0.0167,-0.638,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:09+00:00
32644_155_555,city_structures,2025,india_tiles/tiles/city_structures/32644_155_555_2025.tif,india_tiles/thumbs/32644_155_555.jpg,80.05428215879715,12.856323948228784,32644,396800,1420800,399360,1423360,30,0.1681,0.5518,0.0645,0.0026,1.0,0.4287,-0.0529,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:10+00:00
32644_90_656,agriculture,2021,india_tiles/tiles/agriculture/32644_90_656_2021.tif,,78.49847158761109,15.188211247216389,32644,230400,1679360,232960,1681920,11,0.9367,0.0193,0.0158,0.0026,1.0,0.3771,0.0186,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:10+00:00
32644_116_916,city_structures,2025,india_tiles/tiles/city_structures/32644_116_916_2025.tif,india_tiles/thumbs/32644_116_916.jpg,79.06068189154712,21.210298666732466,32644,296960,2344960,299520,2347520,30,0.0949,0.4737,0.3273,0.0062,1.0,0.3279,0.0261,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:10+00:00
32643_256_842,agriculture,2025,india_tiles/tiles/agriculture/32643_256_842_2025.tif,india_tiles/thumbs/32643_256_842.jpg,76.49531491416505,19.510926241069562,32643,655360,2155520,657920,2158080,11,0.9235,0.0027,0.0189,0.0148,1.0,0.3499,-0.0229,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:10+00:00
32644_193_1156,city_structures,2021,india_tiles/tiles/city_structures/32644_193_1156_2021.tif,,80.95476160166228,26.778248218988235,32644,494080,2959360,496640,2961920,30,0.0609,0.6723,0.1134,0,1.0,0.2928,-0.0169,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:10+00:00
32644_138_520,urban_areas,2021,india_tiles/tiles/urban_areas/32644_138_520_2021.tif,,79.66777627794754,12.048312594763521,32644,353280,1331200,355840,1333760,22,0.1933,0.1557,0.15,0.0275,1.0,0.3862,-0.0473,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:10+00:00
32643_253_1001,agriculture,2025,india_tiles/tiles/agriculture/32643_253_1001_2025.tif,india_tiles/thumbs/32643_253_1001.jpg,76.44593032918358,23.16760807390972,32643,647680,2562560,650240,2565120,11,0.8084,0.0116,0.0929,0,1.0,0.4629,-0.1306,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:11+00:00
32645_137_1149,city_structures,2025,india_tiles/tiles/city_structures/32645_137_1149_2025.tif,india_tiles/thumbs/32645_137_1149.jpg,85.51740340038617,26.600953516604516,32645,350720,2941440,353280,2944000,30,0.332,0.4126,0.0229,0.0004,1.0,0.3617,-0.0283,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:11+00:00
32643_243_765,agriculture,2025,india_tiles/tiles/agriculture/32643_243_765_2025.tif,india_tiles/thumbs/32643_243_765.jpg,76.1526729568347,17.719451971505773,32643,622080,1958400,624640,1960960,11,0.8818,0.0143,0.0665,0,1.0,0.3433,-0.0213,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:11+00:00
32644_158_555,urban_areas,2025,india_tiles/tiles/urban_areas/32644_158_555_2025.tif,india_tiles/thumbs/32644_158_555.jpg,80.13697605537051,12.864490644661188,32644,404480,1420800,407040,1423360,23,0.1795,0.2083,0.1418,0.0347,1.0,0.4442,-0.0427,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:11+00:00
32644_110_1418,open_land,2025,india_tiles/tiles/open_land/32644_110_1418_2025.tif,india_tiles/thumbs/32644_110_1418.jpg,78.68038153370811,32.806019278443486,32644,281600,3630080,284160,3632640,11,0,0,0.9799,0.0027,1.0,0.0336,-0.0186,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:11+00:00
32643_176_794,urban_areas,2025,india_tiles/tiles/urban_areas/32643_176_794_2025.tif,india_tiles/thumbs/32643_176_794.jpg,74.54302839340872,18.40382429734444,32643,450560,2032640,453120,2035200,23,0.3597,0.1968,0.3101,0.0007,1.0,0.2836,0.0104,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:11+00:00
32644_181_1111,agriculture,2025,india_tiles/tiles/agriculture/32644_181_1111_2025.tif,india_tiles/thumbs/32644_181_1111.jpg,80.63870226652777,25.724440228403772,32644,463360,2844160,465920,2846720,11,0.7687,0.0016,0.1723,0,1.0,0.4001,-0.052,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:11+00:00
32642_247_1144,open_land,2025,india_tiles/tiles/open_land/32642_247_1144_2025.tif,india_tiles/thumbs/32642_247_1144.jpg,70.34929077310728,26.474378267053076,32642,632320,2928640,634880,2931200,11,0.0331,0,0.7059,0,1.0,0.1789,0.075,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:12+00:00
32642_238_999,urban_areas,2025,india_tiles/tiles/urban_areas/32642_238_999_2025.tif,india_tiles/thumbs/32642_238_999.jpg,70.0737296226732,23.125853283798342,32642,609280,2557440,611840,2560000,23,0.4016,0.1497,0.136,0.0178,1.0,0.2782,-0.0029,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:12+00:00
32643_280_1140,open_land,2025,india_tiles/tiles/open_land/32643_280_1140_2025.tif,india_tiles/thumbs/32643_280_1140.jpg,77.17813423549777,26.373156106427746,32643,716800,2918400,719360,2920960,11,0.1136,0,0.7614,0,1.0,0.3717,0.1402,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:12+00:00
32643_81_1037,agriculture,2025,india_tiles/tiles/agriculture/32643_81_1037_2025.tif,india_tiles/thumbs/32643_81_1037.jpg,72.12858105247467,23.97864442963651,32643,207360,2654720,209920,2657280,11,0.946,0.0076,0.0,0,1.0,0.5053,-0.1115,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:12+00:00
32643_281_852,agriculture,2025,india_tiles/tiles/agriculture/32643_281_852_2025.tif,india_tiles/thumbs/32643_281_852.jpg,77.09730554669547,19.726066652188383,32643,719360,2181120,721920,2183680,11,0.9566,0.0048,0.0282,0.0011,1.0,0.3078,-0.0192,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:12+00:00
32643_193_834,agriculture,2025,india_tiles/tiles/agriculture/32643_193_834_2025.tif,india_tiles/thumbs/32643_193_834.jpg,74.95309433965396,19.32896957597427,32643,494080,2135040,496640,2137600,12,0.8175,0.0082,0.1411,0.0007,1.0,0.3532,-0.0233,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:13+00:00
32643_273_1212,agriculture,2025,india_tiles/tiles/agriculture/32643_273_1212_2025.tif,india_tiles/thumbs/32643_273_1212.jpg,77.04299465334667,28.056232099248017,32643,698880,3102720,701440,3105280,11,0.9197,0.0279,0.035,0.0062,1.0,0.3651,-0.0433,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:13+00:00
32643_133_912,agriculture,2021,india_tiles/tiles/agriculture/32643_133_912_2021.tif,,73.47879860277367,21.118929253039266,32643,340480,2334720,343040,2337280,12,0.8689,0.0045,0.0108,0.0005,1.0,0.4224,-0.0346,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:13+00:00
32643_200_1063,open_land,2025,india_tiles/tiles/open_land/32643_200_1063_2025.tif,india_tiles/thumbs/32643_200_1063.jpg,75.12305120002506,24.60706376254869,32643,512000,2721280,514560,2723840,11,0.0604,0,0.8059,0,1.0,0.3602,0.1418,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:14+00:00
32643_272_1002,agriculture,2025,india_tiles/tiles/agriculture/32643_272_1002_2025.tif,india_tiles/thumbs/32643_272_1002.jpg,76.92028200815058,23.201015471172312,32643,696320,2565120,698880,2567680,12,0.9569,0.0046,0.0011,0,1.0,0.4512,-0.1357,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:14+00:00
32644_102_1459,open_land,2025,india_tiles/tiles/open_land/32644_102_1459_2025.tif,india_tiles/thumbs/32644_102_1459.jpg,78.44132946043229,33.73233604575489,32644,261120,3735040,263680,3737600,11,0,0,0.8893,0.0017,1.0,0.0659,0.0714,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:14+00:00
32644_228_1106,urban_areas,2025,india_tiles/tiles/urban_areas/32644_228_1106_2025.tif,india_tiles/thumbs/32644_228_1106.jpg,81.84800041856171,25.61505022978133,32644,583680,2831360,586240,2833920,21,0.6804,0.134,0.0368,0,1.0,0.3998,-0.0478,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:14+00:00
32643_205_1424,open_land,2025,india_tiles/tiles/open_land/32643_205_1424_2025.tif,india_tiles/thumbs/32643_205_1424.jpg,75.26878803711483,32.95294468877562,32643,524800,3645440,527360,3648000,12,0.012,0,0.8402,0,1.0,0.4412,0.0104,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:15+00:00
32644_264_1043,open_land,2025,india_tiles/tiles/open_land/32644_264_1043_2025.tif,india_tiles/thumbs/32644_264_1043.jpg,82.74938062254034,24.154482966733614,32644,675840,2670080,678400,2672640,11,0.0051,0.0011,0.7294,0.0184,1.0,0.1032,0.1322,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:15+00:00
32644_209_921,agriculture,2025,india_tiles/tiles/agriculture/32644_209_921_2025.tif,india_tiles/thumbs/32644_209_921.jpg,81.35402589000176,21.33492804812549,32644,535040,2357760,537600,2360320,11,0.8269,0.0465,0.0986,0.0054,1.0,0.3113,0.0526,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:15+00:00
32643_140_809,city_structures,2025,india_tiles/tiles/city_structures/32643_140_809_2025.tif,india_tiles/thumbs/32643_140_809.jpg,73.6749240749901,18.742268301478443,32643,358400,2071040,360960,2073600,30,0.1631,0.3928,0.2854,0.0143,1.0,0.2727,0.0425,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:15+00:00
32643_306_559,city_structures,2025,india_tiles/tiles/city_structures/32643_306_559_2025.tif,india_tiles/thumbs/32643_306_559.jpg,77.6203111868793,12.954331027891332,32643,783360,1431040,785920,1433600,30,0.0535,0.687,0.0269,0.0019,1.0,0.3068,0.0029,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:15+00:00
32643_244_1137,agriculture,2025,india_tiles/tiles/agriculture/32643_244_1137_2025.tif,india_tiles/thumbs/32643_244_1137.jpg,76.26376883363393,26.330990141089785,32643,624640,2910720,627200,2913280,11,0.9505,0.0007,0.044,0.0002,1.0,0.4135,-0.053,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:16+00:00
32643_303_1268,urban_areas,2025,india_tiles/tiles/urban_areas/32643_303_1268_2025.tif,india_tiles/thumbs/32643_303_1268.jpg,77.85243817825358,29.322956512911233,32643,775680,3246080,778240,3248640,23,0.4505,0.1794,0.0717,0.0006,1.0,0.438,-0.0609,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:16+00:00
32644_80_464,agriculture,2025,india_tiles/tiles/agriculture/32644_80_464_2025.tif,india_tiles/thumbs/32644_80_464.jpg,78.30253520894946,10.744371047947523,32644,204800,1187840,207360,1190400,12,0.8652,0.0211,0.0361,0,1.0,0.3914,0.0418,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:16+00:00
32644_87_755,city_structures,2021,india_tiles/tiles/city_structures/32644_87_755_2021.tif,,78.38946656001936,17.472335561342454,32644,222720,1932800,225280,1935360,30,0.0201,0.3774,0.0843,0.0007,1.0,0.3491,0.0021,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:16+00:00
32643_310_555,urban_areas,2025,india_tiles/tiles/urban_areas/32643_310_555_2025.tif,india_tiles/thumbs/32643_310_555.jpg,77.7231452471654,12.856323948228784,32643,793600,1420800,796160,1423360,21,0.4051,0.1433,0.1319,0.0065,1.0,0.3658,0.0303,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:16+00:00
32643_201_678,agriculture,2025,india_tiles/tiles/agriculture/32643_201_678_2025.tif,india_tiles/thumbs/32643_201_678.jpg,75.13618284659192,15.704956666848947,32643,514560,1735680,517120,1738240,11,0.878,0.0007,0.0853,0,1.0,0.382,0.0253,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:16+00:00
32644_112_1214,agriculture,2025,india_tiles/tiles/agriculture/32644_112_1214_2025.tif,india_tiles/thumbs/32644_112_1214.jpg,78.83337650461007,28.08167991615351,32644,286720,3107840,289280,3110400,12,0.9252,0.0278,0.0143,0,1.0,0.4509,-0.0717,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:17+00:00
32644_151_622,city_structures,2025,india_tiles/tiles/city_structures/32644_151_622_2025.tif,india_tiles/thumbs/32644_151_622.jpg,79.95463377832438,14.41808634262438,32644,386560,1592320,389120,1594880,30,0.0349,0.7811,0.0083,0.0005,1.0,0.2659,0.0522,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:17+00:00
32643_79_995,agriculture,2025,india_tiles/tiles/agriculture/32643_79_995_2025.tif,india_tiles/thumbs/32643_79_995.jpg,72.09727022978889,23.017313927610484,32643,202240,2547200,204800,2549760,12,0.9479,0.0002,0.0086,0.0002,1.0,0.4492,-0.1001,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:17+00:00
32643_98_1017,urban_areas,2025,india_tiles/tiles/urban_areas/32643_98_1017_2025.tif,india_tiles/thumbs/32643_98_1017.jpg,72.56603328363681,23.53526501139326,32643,250880,2603520,253440,2606080,23,0.6597,0.1087,0.0038,0.0022,1.0,0.4947,-0.0723,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:17+00:00
32644_190_1157,city_structures,2025,india_tiles/tiles/city_structures/32644_190_1157_2025.tif,india_tiles/thumbs/32644_190_1157.jpg,80.8728694819929,26.78669343748551,32644,486400,2961920,488960,2964480,30,0.0737,0.6973,0.1054,0.0007,1.0,0.2937,-0.0149,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:18+00:00
32644_175_1224,urban_areas,2025,india_tiles/tiles/urban_areas/32644_175_1224_2025.tif,india_tiles/thumbs/32644_175_1224.jpg,80.48350750217874,28.33628422913332,32644,448000,3133440,450560,3136000,23,0.6932,0.1607,0.0199,0,1.0,0.4409,-0.0672,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:18+00:00
32643_178_727,city_structures,2025,india_tiles/tiles/city_structures/32643_178_727_2025.tif,india_tiles/thumbs/32643_178_727.jpg,74.59509450353539,16.83865080518981,32643,455680,1861120,458240,1863680,30,0.1919,0.6082,0.0382,0,1.0,0.3189,-0.0122,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:18+00:00
32644_88_1437,open_land,2021,india_tiles/tiles/open_land/32644_88_1437_2021.tif,,78.06917488205472,33.229760766228736,32644,225280,3678720,227840,3681280,11,0,0,0.9934,0,1.0,0.0614,0.037,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:18+00:00
32643_162_1262,agriculture,2025,india_tiles/tiles/agriculture/32643_162_1262_2025.tif,india_tiles/thumbs/32643_162_1262.jpg,74.14205522993106,29.212203891981826,32643,414720,3230720,417280,3233280,12,0.7064,0.0312,0.1405,0.008,1.0,0.2303,0.0353,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:19+00:00
32643_302_1266,agriculture,2025,india_tiles/tiles/agriculture/32643_302_1266_2025.tif,india_tiles/thumbs/32643_302_1266.jpg,77.82139122430529,29.280353975432675,32643,773120,3240960,775680,3243520,11,0.7047,0.0348,0.0132,0,1.0,0.5042,-0.0994,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:19+00:00
32643_226_1325,urban_areas,2025,india_tiles/tiles/urban_areas/32643_226_1325_2025.tif,india_tiles/thumbs/32643_226_1325.jpg,75.82979699647854,30.672738642692472,32643,578560,3392000,581120,3394560,23,0.474,0.295,0.0523,0.0046,1.0,0.3828,-0.0776,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:19+00:00
32645_214_1026,agriculture,2025,india_tiles/tiles/agriculture/32645_214_1026_2025.tif,india_tiles/thumbs/32645_214_1026.jpg,87.49389248765173,23.76106580761322,32645,547840,2626560,550400,2629120,11,0.8514,0.0341,0.0497,0.0031,1.0,0.5272,-0.1948,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:20+00:00
32645_158_1098,city_structures,2025,india_tiles/tiles/city_structures/32645_158_1098_2025.tif,india_tiles/thumbs/32645_158_1098.jpg,86.07369711184943,25.430015149274304,32645,404480,2810880,407040,2813440,30,0.399,0.3928,0.0605,0.0061,1.0,0.291,-0.0224,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:20+00:00
32643_283_652,agriculture,2025,india_tiles/tiles/agriculture/32643_283_652_2025.tif,india_tiles/thumbs/32643_283_652.jpg,77.0994352116757,15.089838834471752,32643,724480,1669120,727040,1671680,11,0.7651,0.0005,0.0021,0,1.0,0.2512,0.1538,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:20+00:00
32642_206_1036,open_land,2025,india_tiles/tiles/open_land/32642_206_1036_2025.tif,india_tiles/thumbs/32642_206_1036.jpg,69.27776959434694,24.003758618829607,32642,527360,2652160,529920,2654720,11,0,0,0.981,0.0141,1.0,0.0376,0.0234,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:20+00:00
32643_212_1291,agriculture,2021,india_tiles/tiles/agriculture/32643_212_1291_2021.tif,,75.44579335062484,29.894485844091857,32643,542720,3304960,545280,3307520,12,0.9316,0.0321,0.0019,0.0006,1.0,0.488,-0.1432,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:20+00:00
32644_138_481,agriculture,2025,india_tiles/tiles/agriculture/32644_138_481_2025.tif,india_tiles/thumbs/32644_138_481.jpg,79.66130948008055,11.151608877650046,32644,353280,1231360,355840,1233920,12,0.7831,0.0212,0.0118,0.0007,1.0,0.5871,-0.2326,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:20+00:00
32643_149_1078,urban_areas,2025,india_tiles/tiles/urban_areas/32643_149_1078_2025.tif,india_tiles/thumbs/32643_149_1078.jpg,73.83174254315202,24.951105133579865,32643,381440,2759680,384000,2762240,21,0.2255,0.1073,0.2082,0,1.0,0.4186,-0.0014,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:20+00:00
32643_280_1176,urban_areas,2025,india_tiles/tiles/urban_areas/32643_280_1176_2025.tif,india_tiles/thumbs/32643_280_1176.jpg,77.21008035854894,27.20926034727606,32643,716800,3010560,719360,3013120,23,0.5056,0.3742,0.0913,0.0041,1.0,0.3023,0.0246,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:21+00:00
32643_242_1282,urban_areas,2025,india_tiles/tiles/urban_areas/32643_242_1282_2025.tif,india_tiles/thumbs/32643_242_1282.jpg,76.24938493688866,29.68108508743182,32643,619520,3281920,622080,3284480,23,0.5707,0.2611,0.0544,0.0017,1.0,0.3582,-0.0556,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:21+00:00
32643_253_1405,open_land,2025,india_tiles/tiles/open_land/32643_253_1405_2025.tif,india_tiles/thumbs/32643_253_1405.jpg,76.57897156905462,32.51244256779698,32643,647680,3596800,650240,3599360,11,0,0,0.8224,0,1.0,0.3254,-0.01,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:21+00:00
32643_128_999,agriculture,2021,india_tiles/tiles/agriculture/32643_128_999_2021.tif,,73.34177039835758,23.125853283798342,32643,327680,2557440,330240,2560000,12,0.8319,0.002,0.0456,0.0002,1.0,0.4398,-0.0426,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:21+00:00
32644_115_974,open_land,2025,india_tiles/tiles/open_land/32644_115_974_2025.tif,india_tiles/thumbs/32644_115_974.jpg,79.01887266172947,22.550137018317038,32644,294400,2493440,296960,2496000,12,0.1443,0.0004,0.7737,0,1.0,0.3936,0.1155,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:21+00:00
32643_219_1202,urban_areas,2025,india_tiles/tiles/urban_areas/32643_219_1202_2025.tif,india_tiles/thumbs/32643_219_1202.jpg,75.62816398522693,27.827304113956522,32643,560640,3077120,563200,3079680,23,0.3613,0.1002,0.054,0,1.0,0.4123,-0.023,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:22+00:00
32643_277_1235,city_structures,2025,india_tiles/tiles/city_structures/32643_277_1235_2025.tif,india_tiles/thumbs/32643_277_1235.jpg,77.15360106987619,28.56562581764427,32643,709120,3161600,711680,3164160,30,0.0283,0.5169,0.0179,0,1.0,0.4125,-0.0882,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:22+00:00
32643_276_746,agriculture,2025,india_tiles/tiles/agriculture/32643_276_746_2025.tif,india_tiles/thumbs/32643_276_746.jpg,76.95121829821706,17.274734640507877,32643,706560,1909760,709120,1912320,12,0.8695,0.0161,0.0528,0.0231,1.0,0.2784,0.0387,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:23+00:00
32644_94_750,city_structures,2025,india_tiles/tiles/city_structures/32644_94_750_2025.tif,india_tiles/thumbs/32644_94_750.jpg,78.56862737990613,17.373524931921327,32644,240640,1920000,243200,1922560,30,0.0201,0.5494,0.0608,0.0128,1.0,0.2997,0.0265,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:23+00:00
32643_311_567,urban_areas,2025,india_tiles/tiles/urban_areas/32643_311_567_2025.tif,india_tiles/thumbs/32643_311_567.jpg,77.75339421871172,13.117708982853047,32643,796160,1451520,798720,1454080,21,0.6503,0.1059,0.0569,0,1.0,0.3295,0.068,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:24+00:00
32643_257_1491,open_land,2025,india_tiles/tiles/open_land/32643_257_1491_2025.tif,india_tiles/thumbs/32643_257_1491.jpg,76.73595640915363,34.496996190642754,32643,657920,3816960,660480,3819520,11,0,0.0002,0.9989,0.0001,1.0,0.1018,0.0437,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:24+00:00
32643_219_1392,urban_areas,2025,india_tiles/tiles/urban_areas/32643_219_1392_2025.tif,india_tiles/thumbs/32643_219_1392.jpg,75.6542620840264,32.22784612553104,32643,560640,3563520,563200,3566080,21,0.2614,0.1082,0.2157,0.015,1.0,0.4081,-0.0751,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:24+00:00
32645_248_973,city_structures,2025,india_tiles/tiles/city_structures/32645_248_973_2025.tif,india_tiles/thumbs/32645_248_973.jpg,88.33286583395171,22.541800080413907,32645,634880,2490880,637440,2493440,30,0.0045,0.6483,0.0162,0.0402,1.0,0.2822,-0.0186,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:24+00:00
32643_205_1056,agriculture,2025,india_tiles/tiles/agriculture/32643_205_1056_2025.tif,india_tiles/thumbs/32643_205_1056.jpg,75.26489059400198,24.44775209352465,32643,524800,2703360,527360,2705920,12,0.8949,0.0103,0.0817,0,1.0,0.4213,-0.0536,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:24+00:00
32642_288_996,agriculture,2025,india_tiles/tiles/agriculture/32642_288_996_2025.tif,india_tiles/thumbs/32642_288_996.jpg,71.33100719403704,23.050707106422962,32642,737280,2549760,739840,2552320,11,0.7057,0,0.0092,0.0001,1.0,0.4084,-0.0016,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:24+00:00
32643_281_915,agriculture,2021,india_tiles/tiles/agriculture/32643_281_915_2021.tif,,77.1326863550125,21.177070939595758,32643,719360,2342400,721920,2344960,11,0.7638,0.0036,0.0042,0,1.0,0.5251,-0.1539,,,"B2,B3,B4,B8,B11,B12,WorldCover_2021",2026-09-21T09:14:24+00:00
